Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
12/24/17,1:15:28,25.38,25.38,24.94,NA,0,0,0,0,0.06,0.05,NA,0.06,365,-0.046153846,no motion detected,no motion detected,empty room
12/22/17,11:16:45,25.25,24.94,24.75,25.63,NA,35,60,45,0.24,0.11,0.14,0.07,420,0.965384615,no motion detected,no motion detected,1 person
12/26/17,0:59:51,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:06:39,25.69,26.13,25.56,25.81,7,7,29,26,0.29,2.86,0.21,0.15,475,3.057692308,motion detected,motion detected,3 persons
12/23/17,1:39:07,25.31,25.31,24.88,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,9:29:03,25.06,NA,24.56,25.38,7,8,37,24,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:32:49,25.75,28.44,25.31,26.06,159,247,224,64,2.62,0.82,2.15,0.43,660,0.492307692,motion detected,motion detected,3 persons
12/26/17,1:17:43,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:19:15,25.38,25.38,24.94,25.88,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:56:35,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.05,365,-0.161538462,no motion detected,no motion detected,empty room
1/11/18,0:29:04,25.25,25.25,24.81,25.25,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/11/18,0:51:01,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,15:58:59,25.69,26.38,25.56,25.75,8,8,33,29,0.2,1.21,NA,NA,430,2.507692308,motion detected,motion detected,3 persons
12/23/17,1:07:58,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.05,370,-0.138461538,no motion detected,no motion detected,empty room
12/24/17,1:19:03,25.38,25.44,24.88,25.75,0,0,0,0,0.07,NA,0.05,0.06,365,0,no motion detected,no motion detected,empty room
1/10/18,16:52:36,25.88,26.06,25.75,25.94,3,3,19,12,0.88,0.38,0.15,0.08,740,2.707692308,motion detected,no motion detected,3 persons
12/26/17,0:47:05,25.38,25.38,24.94,25.81,0,0,0,0,0.08,NA,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:11:18,25.38,25.44,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,380,0,no motion detected,no motion detected,empty room
1/10/18,15:39:04,25.56,26.13,25.44,NA,10,10,52,33,0.33,1.19,0.16,0.12,370,0,no motion detected,no motion detected,3 persons
1/11/18,1:25:44,25.19,25.25,24.81,25.25,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:58:06,25.56,26.38,NA,25.94,156,243,75,58,0.92,1.27,0.65,0.83,580,2.103846154,motion detected,motion detected,2 persons
12/25/17,9:24:58,25.06,25.06,24.56,25.44,7,7,37,24,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:30:20,25.19,25.25,24.81,25.25,0,0,0,0,0.08,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,10:48:42,25.13,25.13,24.81,25.81,12,13,54,39,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:30:42,25.38,25.38,24.94,NA,0,0,0,0,0.06,0.05,NA,0.07,375,-0.030769231,no motion detected,no motion detected,empty room
12/26/17,1:03:25,25.31,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:04:14,25.38,25.44,24.94,25.75,0,0,0,0,0.06,NA,0.06,0.06,365,0.042307692,no motion detected,no motion detected,empty room
12/25/17,10:29:49,25.13,25.13,24.75,NA,10,11,48,33,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:56:41,25.88,26.06,25.75,25.94,3,3,13,11,0.27,0.29,0.14,0.09,750,2.353846154,motion detected,motion detected,3 persons
1/11/18,1:02:15,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,12:04:44,25.56,27.5,25.06,26,157,NA,76,59,0.15,0.6,NA,0.06,590,2.123076923,motion detected,no motion detected,2 persons
12/22/17,12:21:05,25.69,28.19,25.13,26.06,155,242,78,59,NA,0.4,0.21,0.12,640,1.111538462,motion detected,no motion detected,2 persons
12/22/17,12:28:44,25.69,28.44,25.19,26,156,NA,81,62,0.5,0.13,0.11,0.07,640,0.615384615,motion detected,no motion detected,2 persons
12/23/17,0:12:19,25.38,25.38,24.94,25.81,0,0,0,0,0.06,0.05,0.06,0.06,380,0,no motion detected,no motion detected,empty room
12/24/17,1:08:50,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.096153846,no motion detected,no motion detected,empty room
12/24/17,0:58:37,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.07,370,-0.019230769,no motion detected,no motion detected,empty room
12/22/17,12:05:46,25.56,27.56,25.06,26,157,NA,76,59,1.32,0.29,0.08,0.08,590,1.842307692,motion detected,no motion detected,2 persons
1/11/18,1:22:10,25.19,25.25,24.75,25.31,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:17:13,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,NA,0.11,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:13:14,25.25,25.25,24.88,25.38,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,1:05:25,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.234615385,no motion detected,no motion detected,empty room
1/11/18,1:11:57,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,0:02:37,25.38,25.44,NA,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,0,no motion detected,no motion detected,empty room
12/24/17,0:15:13,25.44,25.44,NA,NA,0,0,0,0,0.07,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/25/17,10:01:13,25.06,25.06,24.63,25.56,10,10,46,31,0.07,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:31:06,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,12:29:46,25.69,28.38,25.19,26,155,242,190,60,0.57,0.15,0.77,0.19,645,0.426923077,motion detected,no motion detected,2 persons
12/24/17,1:22:37,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.05,365,0,no motion detected,no motion detected,empty room
12/23/17,0:31:12,25.38,25.38,24.94,25.63,0,0,0,0,0.07,0.06,NA,0.06,375,-0.034615385,no motion detected,no motion detected,empty room
12/22/17,10:51:44,NA,24.75,24.56,25.44,121,34,54,40,0.18,0.06,0.06,0.06,390,0.253846154,no motion detected,no motion detected,1 person
12/23/17,0:53:40,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/25/17,9:41:18,25.06,25.06,24.63,25.38,8,8,40,27,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:20:23,25.19,25.25,24.81,25.38,0,0,0,0,0.07,0.05,0.06,NA,345,0,no motion detected,no motion detected,empty room
12/24/17,1:09:21,25.44,25.44,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.119230769,no motion detected,no motion detected,empty room
12/22/17,12:28:14,25.69,28.25,25.19,26,156,242,79,62,0.09,0.11,NA,0.06,645,0.696153846,no motion detected,no motion detected,2 persons
1/10/18,16:08:11,25.69,26.13,25.63,25.81,7,7,29,26,0.15,0.43,0.19,0.11,475,2.826923077,no motion detected,motion detected,3 persons
12/22/17,11:27:28,25.31,25.25,24.88,25.75,NA,31,61,46,0.48,0.31,0.53,NA,450,1.1,motion detected,motion detected,1 person
12/22/17,10:55:18,25.06,24.81,24.56,25.5,NA,35,57,44,0.42,0.13,0.14,0.09,390,-0.365384615,motion detected,no motion detected,1 person
1/11/18,0:46:56,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,9:55:36,25.06,25.06,24.63,25.56,9,10,44,29,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:31:25,25.56,25.88,25.44,25.63,10,13,57,NA,0.73,0.38,0.24,0.15,370,1.2,no motion detected,no motion detected,3 persons
12/25/17,9:21:54,NA,25.06,24.56,25.38,7,7,36,24,0.07,0.05,0.05,NA,NA,-0.161538462,no motion detected,no motion detected,empty room
1/10/18,16:16:51,25.75,26.13,25.69,25.81,6,6,37,23,0.38,0.11,NA,0.09,525,2.515384615,motion detected,no motion detected,3 persons
12/23/17,0:29:40,25.38,25.38,24.94,NA,0,0,0,0,0.06,0.06,0.06,0.06,375,-0.023076923,no motion detected,no motion detected,empty room
1/11/18,0:18:51,25.19,25.25,24.88,25.38,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,0:28:09,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.011538462,no motion detected,no motion detected,empty room
12/22/17,12:02:42,25.56,27.56,25.06,26,157,NA,75,58,0.09,0.07,0.08,0.07,595,2.226923077,no motion detected,no motion detected,2 persons
1/10/18,15:57:58,25.69,26.38,25.56,25.75,9,10,33,29,0.27,0.37,0.58,0.29,425,2.5,motion detected,motion detected,3 persons
12/22/17,11:59:38,25.56,27,NA,25.94,155,238,74,57,0.44,0.6,0.49,0.19,590,1.976923077,motion detected,motion detected,2 persons
12/26/17,0:56:16,25.38,25.38,24.94,25.81,0,0,0,0,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:11:45,25.75,26.19,25.63,25.81,7,6,36,24,0.38,0.57,0.16,NA,500,2.080769231,motion detected,motion detected,3 persons
12/24/17,1:24:09,25.44,25.38,24.88,25.75,0,0,0,0,0.06,NA,0.06,0.06,365,0,no motion detected,no motion detected,empty room
12/26/17,1:37:07,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:16:02,25.06,25.13,24.69,NA,10,10,47,33,0.08,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:12:24,25.63,27.56,25.06,25.94,156,NA,80,60,1.55,0.77,0.47,0.19,630,1.315384615,motion detected,motion detected,2 persons
12/25/17,9:51:31,NA,25.06,24.63,25.56,8,9,40,27,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:54:01,25.56,25.75,NA,25.88,155,232,74,57,NA,0.17,0.13,0.14,560,2.8,motion detected,motion detected,1 person
1/10/18,16:49:01,25.88,26.06,25.75,25.88,3,4,20,13,0.33,0.44,0.56,0.24,720,2.457692308,no motion detected,motion detected,3 persons
12/25/17,9:46:55,25.06,25.06,24.63,25.5,8,9,42,29,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:50:57,25.5,25.69,24.94,25.81,155,233,73,56,0.17,NA,0.15,0.07,550,3.488461538,no motion detected,no motion detected,2 persons
12/25/17,10:15:31,25.06,25.06,24.69,NA,10,10,46,33,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:37:11,25.44,25.44,24.94,25.75,0,0,0,0,0.06,0.05,NA,0.06,370,-0.026923077,no motion detected,no motion detected,empty room
12/23/17,0:51:38,25.31,25.38,24.94,25.81,0,0,0,0,0.07,0.05,NA,0.06,375,0,no motion detected,no motion detected,empty room
12/26/17,1:01:23,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:48:34,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,NA,0.06,375,0,no motion detected,no motion detected,empty room
12/23/17,1:34:00,25.31,25.31,24.81,25.81,0,0,0,0,0.07,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,0:16:58,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.06,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:08:23,25.19,25.25,24.75,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,0:27:07,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.003846154,no motion detected,no motion detected,empty room
1/11/18,1:17:34,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.06,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/11/18,0:28:33,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,9:42:50,NA,25.06,24.69,25.5,8,9,40,28,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:43:10,25.63,26.25,25.44,NA,10,10,38,34,0.25,0.16,0.71,0.34,375,0.261538462,no motion detected,no motion detected,3 persons
12/22/17,11:39:43,25.44,25.56,24.88,25.75,155,236,68,53,1.02,0.51,0.17,0.17,480,0.819230769,motion detected,motion detected,2 persons
12/23/17,0:21:30,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,NA,0.06,375,-0.207692308,no motion detected,no motion detected,empty room
12/22/17,12:22:06,25.69,28,25.19,26.06,156,NA,80,61,0.5,0.26,0.24,0.15,650,1.080769231,motion detected,no motion detected,2 persons
1/11/18,1:12:28,25.19,25.25,24.81,25.31,0,0,0,0,0.08,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:27:56,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:11:53,25.63,27.5,25.06,25.94,157,243,80,61,0.69,0.53,0.2,0.36,625,1.130769231,motion detected,motion detected,2 persons
12/25/17,10:30:50,25.13,25.13,24.69,25.81,10,12,49,34,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:44:16,25.38,25.38,24.94,25.81,0,0,0,0,0.09,0.06,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:47:23,25.5,25.63,24.94,25.81,155,234,73,56,1.02,0.29,0.16,0.13,530,3.738461538,motion detected,motion detected,2 persons
1/10/18,17:02:49,25.88,26.06,25.75,25.94,148,239,186,26,0.37,0.05,0.1,0.09,780,1.503846154,motion detected,motion detected,3 persons
12/24/17,0:38:12,25.38,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.019230769,no motion detected,no motion detected,empty room
1/11/18,0:55:37,25.19,25.25,24.81,25.25,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
1/10/18,15:45:43,25.63,26.31,25.5,25.75,10,10,53,33,0.12,0.46,NA,NA,380,0.426923077,motion detected,motion detected,3 persons
12/22/17,12:07:18,25.63,27.31,25.06,25.94,157,NA,76,59,0.88,0.12,0.08,0.11,595,1.411538462,motion detected,no motion detected,2 persons
12/25/17,9:12:12,NA,25.06,24.56,25.31,7,7,36,24,0.08,NA,NA,NA,NA,-0.138461538,no motion detected,no motion detected,empty room
1/11/18,0:02:31,25.25,25.25,24.88,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,16:32:41,25.81,26.06,25.69,25.81,5,5,21,18,0.22,0.06,NA,0.09,630,2.730769231,no motion detected,no motion detected,3 persons
12/23/17,0:36:19,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/24/17,1:32:19,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.07,365,0,no motion detected,no motion detected,empty room
12/26/17,0:14:55,25.38,25.38,NA,25.88,0,0,0,0,0.07,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:34:56,25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,1:20:44,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/24/17,0:33:06,25.38,25.44,24.94,NA,0,0,0,0,0.06,NA,0.05,0.07,370,0,no motion detected,no motion detected,empty room
1/11/18,0:09:40,25.25,25.25,24.88,25.38,0,0,0,0,0.08,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/11/18,1:23:42,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
1/10/18,17:03:19,25.88,26.13,25.75,25.94,149,239,185,26,0.07,0.08,NA,0.09,785,1.55,motion detected,motion detected,3 persons
12/24/17,1:43:03,25.38,25.38,24.88,NA,0,0,0,0,0.06,0.05,NA,0.06,365,0,no motion detected,no motion detected,empty room
12/23/17,0:15:23,25.38,25.44,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.07,375,-0.219230769,no motion detected,no motion detected,empty room
12/25/17,9:36:43,25.06,25.06,24.56,25.44,8,8,39,26,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:35:08,25.44,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.07,370,-0.042307692,no motion detected,no motion detected,empty room
1/11/18,0:20:54,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
1/10/18,16:59:45,25.88,26.06,25.75,25.94,2,3,12,10,1.28,0.43,0.67,0.13,760,1.819230769,motion detected,motion detected,3 persons
12/26/17,1:32:01,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:06:16,25.56,27.38,25.06,25.94,157,NA,77,59,0.25,0.3,0.15,0.15,590,1.661538462,motion detected,no motion detected,2 persons
1/11/18,1:00:12,25.19,25.25,24.81,25.31,0,0,0,0,0.08,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,0:33:18,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:14:52,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.192307692,no motion detected,no motion detected,empty room
12/24/17,1:03:44,25.38,25.38,24.88,NA,0,0,0,0,0.08,0.05,0.05,0.06,365,0.026923077,no motion detected,no motion detected,empty room
12/25/17,9:15:47,25.06,NA,24.56,25.31,7,7,36,24,0.08,0.05,0.06,NA,NA,-0.219230769,no motion detected,no motion detected,empty room
12/26/17,1:34:34,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:05:44,25.38,25.38,NA,25.81,0,0,0,0,0.07,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:33:24,25.19,25.19,24.75,25.25,0,0,0,0,0.08,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,12:32:19,25.75,28.56,25.31,26.06,159,NA,224,65,0.83,0.36,2.15,0.85,655,0.430769231,motion detected,motion detected,3 persons
1/11/18,0:29:34,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:59:07,25.56,26.81,25.06,25.88,155,242,75,56,0.55,0.9,0.23,0.32,585,1.973076923,motion detected,motion detected,2 persons
12/24/17,1:28:14,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,NA,0.06,365,0,no motion detected,no motion detected,empty room
12/22/17,10:52:45,NA,24.75,24.56,25.44,120,34,54,40,1.39,0.32,0.43,0.06,390,0.076923077,motion detected,no motion detected,1 person
12/22/17,12:18:32,25.63,28,25.13,26.06,156,243,78,60,0.71,0.69,0.25,0.17,630,1.811538462,motion detected,motion detected,2 persons
12/24/17,1:11:23,25.38,25.44,24.88,NA,0,0,0,0,0.07,0.05,0.05,0.06,365,-0.107692308,no motion detected,no motion detected,empty room
1/10/18,15:54:23,25.63,26.44,25.56,25.75,9,8,50,31,0.1,0.16,0.29,0.11,420,2.115384615,motion detected,motion detected,3 persons
1/10/18,16:48:00,25.81,26.06,25.75,25.88,3,4,21,14,0.71,0.28,0.1,NA,720,2.573076923,motion detected,motion detected,3 persons
12/26/17,1:18:44,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:17:19,25.25,25.25,24.88,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,1:11:02,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.057692308,no motion detected,no motion detected,empty room
12/25/17,9:34:10,25.06,25.06,24.63,25.5,7,8,39,26,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:26:21,25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/23/17,0:00:34,25.44,25.44,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.06,380,0,no motion detected,no motion detected,empty room
1/10/18,16:45:27,25.81,26.06,25.75,25.88,4,4,26,14,0.11,0.11,0.2,0.15,705,2.619230769,motion detected,motion detected,3 persons
12/26/17,0:31:46,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:27:22,25.31,25.38,24.88,NA,0,0,0,0,0.06,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/23/17,0:08:14,25.44,25.44,NA,25.75,0,0,0,0,0.07,0.05,NA,0.07,380,0,no motion detected,no motion detected,empty room
12/25/17,10:27:16,25.06,25.13,24.69,25.63,10,11,48,34,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:53:34,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:07:33,25.19,24.88,24.69,25.63,122,35,58,44,0.93,0.05,0.06,0.14,410,0.915384615,no motion detected,no motion detected,1 person
12/24/17,0:54:32,25.44,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.107692308,no motion detected,no motion detected,empty room
12/26/17,1:33:33,25.38,25.38,24.94,25.81,0,0,0,0,0.08,NA,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:26:42,25.38,25.38,24.88,25.75,0,0,0,0,0.06,NA,0.06,0.06,365,0,no motion detected,no motion detected,empty room
12/23/17,0:52:39,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/23/17,0:55:43,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/22/17,11:11:08,25.19,24.94,24.75,25.63,NA,36,59,45,0.1,0.08,NA,0.06,420,1.234615385,no motion detected,no motion detected,1 person
1/10/18,16:59:14,25.88,26.06,25.75,25.94,2,2,12,10,0.4,0.59,1.01,0.57,765,1.75,motion detected,motion detected,3 persons
1/11/18,0:27:01,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:37:38,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:53:13,25.38,25.38,24.94,25.88,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:43:52,25.25,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,0:47:02,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.07,375,0,no motion detected,no motion detected,empty room
12/24/17,1:03:13,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0.015384615,no motion detected,no motion detected,empty room
12/22/17,11:29:00,25.38,25.44,24.81,25.75,153,216,63,49,0.76,0.74,0.15,0.14,450,1.003846154,motion detected,motion detected,2 persons
1/11/18,1:13:29,25.19,25.25,24.75,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:45:08,25.13,25.13,24.75,NA,11,13,53,36,0.08,NA,NA,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:40:48,25.06,25.06,24.63,25.38,8,8,40,27,0.08,NA,0.05,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:59:11,25.19,25.25,24.81,25.25,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
1/11/18,1:36:28,25.19,25.25,24.75,25.25,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/23/17,0:23:02,25.38,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,375,-0.138461538,no motion detected,no motion detected,empty room
12/25/17,10:49:13,25.13,25.13,24.81,25.81,12,13,54,38,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:01:26,25.13,24.88,24.63,25.56,NA,35,58,45,1.31,0.12,0.08,0.07,400,0.319230769,no motion detected,no motion detected,1 person
12/25/17,9:46:25,NA,25.06,24.69,25.5,8,9,42,29,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:03:07,25.38,25.44,NA,25.81,0,0,0,0,0.11,0.11,0.11,0.06,380,0,no motion detected,no motion detected,empty room
12/26/17,1:41:43,25.31,25.38,24.94,25.75,0,0,0,0,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:02:34,25.69,26.25,25.56,25.75,8,8,32,29,0.16,0.75,0.14,0.11,465,2.646153846,motion detected,no motion detected,3 persons
12/23/17,0:46:31,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,NA,0.06,375,0,no motion detected,no motion detected,empty room
12/22/17,10:55:49,25.06,24.88,24.63,25.5,NA,35,57,43,0.21,0.15,NA,0.06,390,-0.453846154,motion detected,no motion detected,1 person
1/10/18,16:41:52,25.81,26.13,25.81,25.88,4,5,33,15,0.36,0.33,0.15,NA,685,3.776923077,motion detected,motion detected,3 persons
12/23/17,1:29:25,25.31,25.31,24.88,NA,0,0,0,0,0.07,0.05,NA,0.05,370,0,no motion detected,no motion detected,empty room
1/11/18,0:37:44,25.25,25.31,24.81,25.31,0,0,0,0,0.08,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/22/17,11:32:34,25.38,25.44,24.81,25.81,157,242,67,53,0.44,0.63,0.25,NA,455,0.696153846,motion detected,no motion detected,2 persons
